                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20211018"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     195                                      728                  4.7355949075128064E+006                  5.0472458586648825E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999979525023E-001                  3.8930955747613932E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999979525023E-001                  3.8930955747613932E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.5637004185789172E+000                 -7.3072328677393486E+001                 -9.8999999999999986E+001                 -3.5637004185789172E+000                 -3.5637004541044726E+000                 -1.0650943869642367E+001                 -7.3072328677393486E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6298257623516297E+000                 -2.7990747848407910E-001                  1.2304789691919765E-001                  4.1919718334647378E+000                 -1.9396388104310852E-010                  1.5547482207881156E+001                  6.8240403421215279E-001                  6.7406753305046099E+000                  6.2116606874421831E-001                  8.5000492109565251E-001                  1.2966431406762087E+000                  6.9999986446935514E-001                  2.7997020236478631E-001                  3.4468833607330046E-003                  9.3805276451495428E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999998640101901E-001                  2.7997020236474979E-001                                        0                                        3 
                                     200                                      728                  5.3253142174755875E+006                  5.0876613827182871E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999982650023E-001                  4.2333398065569289E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999982650023E-001                  4.2333398065569289E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.4592228386833894E+000                 -7.2330268827662891E+001                 -1.8788798467775131E+001                 -3.4592228386833894E+000                 -3.4592228929301467E+000                 -1.0362633396726531E+001                 -7.2330268827662891E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6299165171016559E+000                 -2.9917564765884097E-001                  1.1323230283176500E-001                  4.2116030216396032E+000                 -1.6938479613631861E-010                  1.5605294580420157E+001                  7.3092858744664468E-001                  6.7499545376309253E+000                  6.2116188761855851E-001                  8.5000490428502029E-001                  1.2966431972030712E+000                  6.9999981403748157E-001                  2.7997020236482251E-001                  3.4468833606760454E-003                  9.3805276451495428E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999998111113237E-001                  2.7997020236475101E-001                                        0                                        3 
                                     205                                      729                  5.9724655797368027E+006                  5.1280391319530469E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999984212518E-001                  4.5786226988655404E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984212518E-001                  4.5786226988655404E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.3524641940461475E+000                 -7.1565769446109570E+001                 -9.8999999999999986E+001                 -3.3524641940461475E+000                 -3.3524642779444598E+000                 -1.0066495323927279E+001                 -7.1565769446109570E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6303426003152071E+000                 -3.1665926604467898E-001                  1.0363832721174321E-001                  4.2307909728796460E+000                 -1.4735409768332808E-010                  1.5665162367364008E+001                  7.8113487376634994E-001                  6.7595979099129098E+000                  6.2115810054951404E-001                  8.5000488085157921E-001                  1.2966432759995647E+000                  6.9999974373720453E-001                  2.7997020236489556E-001                  3.4468833605542743E-003                  9.3805276451495445E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999997370366107E-001                  2.7997020236475295E-001                                        0                                        3 
                                     210                                      731                  6.6829544717888618E+006                  5.1686699864498049E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999984212518E-001                  4.9286515358894561E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984212518E-001                  4.9286515358894561E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2427322148988700E+000                 -7.0772653188997182E+001                 -1.8663859731166831E+001                 -3.2427322148988695E+000                 -3.2427323468312999E+000                 -9.7601650304522298E+000                 -7.0772653188997182E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6311738846589523E+000                 -3.3203282508938425E-001                  9.4288979001899684E-002                  4.2494896692993338E+000                 -1.2763347653652172E-010                  1.5727378775343684E+001                  8.3322148505536919E-001                  6.7696974813115007E+000                  6.2115465459298513E-001                  8.5000484788813202E-001                  1.2966433868413294E+000                  6.9999964484696053E-001                  2.7997020236504683E-001                  3.4468833602873620E-003                  9.3805276451495428E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999996326142722E-001                  2.7997020236475711E-001                                        0                                        3 
                                     215                                      731                  7.4622791195685659E+006                  5.2084852265994002E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999985775012E-001                  5.2844144315199781E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999985775012E-001                  5.2844144315199781E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.1293702682750379E+000                 -6.9945009451122274E+001                 -9.8999999999999986E+001                 -3.1293702682750379E+000                 -3.1293704800011066E+000                 -9.4413803517972852E+000                 -6.9945009451122274E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6324841337765421E+000                 -3.4492140581711378E-001                  8.5224190402855976E-002                  4.2676192464974205E+000                 -1.0993574662941982E-010                  1.5792202064664528E+001                  8.8735116898601363E-001                  6.7803457300267036E+000                  6.2115149359657540E-001                  8.5000480109048493E-001                  1.2966435442014903E+000                  6.9999950445423109E-001                  2.7997020236536946E-001                  3.4468833596852945E-003                  9.3805276451495428E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999994843955238E-001                  2.7997020236476611E-001                                        0                                        3 
                                     220                                      735                  8.3162855359577034E+006                  5.2482329366166800E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999985775012E-001                  5.6426344715104326E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999985775012E-001                  5.6426344715104326E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.0115988071116302E+000                 -6.9076026321208758E+001                 -9.8999999999999986E+001                 -3.0115988071116302E+000                 -3.0115991553270911E+000                 -9.1075352424421716E+000                 -6.9076026321208758E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6343680822603646E+000                 -3.5486212545791440E-001                  7.6485933614810347E-002                  4.2850957600735118E+000                 -9.4152277814872406E-011                  1.5859939868025981E+001                  9.4371919573971619E-001                  6.7916513799946365E+000                  6.2114857738292284E-001                  8.5000473393842524E-001                  1.2966437700046611E+000                  6.9999930299852542E-001                  2.7997020236608133E-001                  3.4468833582800219E-003                  9.3805276451495428E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999992722151472E-001                  2.7997020236478587E-001                                        0                                        3 
                                     225                                      737                  9.2509437811657973E+006                  5.2868908584373155E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999985775012E-001                  6.0033699037256172E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999985775012E-001                  6.0033699037256172E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8884897881796259E+000                 -6.8157710353495176E+001                 -9.8999999999999986E+001                 -2.8884897881796259E+000                 -2.8884903779682620E+000                 -8.7555779938800367E+000                 -6.8157710353495176E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6369452108804943E+000                 -3.6129111872726927E-001                  6.8117179739873829E-002                  4.3018332678233850E+000                 -8.0029460829647671E-011                  1.5930953579144870E+001                  1.0025521622136884E+000                  6.8037447936870210E+000                  6.2114587811729138E-001                  8.5000463639524648E-001                  1.2966440979998355E+000                  6.9999901037009227E-001                  2.7997020236771863E-001                  3.4468833548650310E-003                  9.3805276451495376E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999989653545502E-001                  2.7997020236483100E-001                                        0                                        3 
                                     230                                      737                  1.0270511037046213E+007                  5.3239884376406073E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999985775012E-001                  6.3625438905080900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999985775012E-001                  6.3625438905080900E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.7592057099206193E+000                 -6.7182720089419107E+001                 -9.8999999999999986E+001                 -2.7592057099206193E+000                 -2.7592067433314247E+000                 -8.3827175398136351E+000                 -6.7182720089419107E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6403396915611745E+000                 -3.6359636801727147E-001                  6.0175593733511432E-002                  4.3177164398361096E+000                 -6.7545218216809655E-011                  1.6005528547349801E+001                  1.0640016263512717E+000                  6.8167546388431708E+000                  6.2114335248159425E-001                  8.5000449300569270E-001                  1.2966445801560305E+000                  6.9999858020412842E-001                  2.7997020237166775E-001                  3.4468833461867624E-003                  9.3805276451495220E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999985170204759E-001                  2.7997020236493830E-001                                        0                                        3 
                                     235                                      738                  1.1377977845451592E+007                  5.3592113067287093E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999984212518E-001                  6.7170149660918221E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984212518E-001                  6.7170149660918221E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.6228614010853617E+000                 -6.6143327060860784E+001                 -9.8999999999999986E+001                 -2.6228614010853617E+000                 -2.6228632831220828E+000                 -7.9860185604985041E+000                 -6.6143327060860784E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6446764394984235E+000                 -3.6115888151493092E-001                  5.2720841110185150E-002                  4.3326259450827624E+000                 -5.6541226665247790E-011                  1.6083947128291943E+001                  1.1282029883286573E+000                  6.8308219894428870E+000                  6.2114093225684153E-001                  8.5000427954028279E-001                  1.2966452979455012E+000                  6.9999793981486869E-001                  2.7997020238174264E-001                  3.4468833229991521E-003                  9.3805276451494630E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999978545922314E-001                  2.7997020236520759E-001                                        0                                        3 
                                     240                                      741                  1.2574159612737196E+007                  5.3914203461503742E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999984212518E-001                  7.0665033387936338E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984212518E-001                  7.0665033387936338E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.4786302973808287E+000                 -6.5032321567813341E+001                 -9.8999999999999986E+001                 -2.4786302973808287E+000                 -2.4786338757198059E+000                 -7.5627349188358091E+000                 -6.5032321567813341E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6500712401941118E+000                 -3.5341727472626028E-001                  4.5802043113142912E-002                  4.3464635410768473E+000                 -4.6992319693270507E-011                  1.6166436554020962E+001                  1.1952348813260720E+000                  6.8460889809169272E+000                  6.2113854989779504E-001                  8.5000395765973225E-001                  1.2966463802833461E+000                  6.9999697419239304E-001                  2.7997020240918785E-001                  3.4468832575477392E-003                  9.3805276451492722E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999968642069099E-001                  2.7997020236592463E-001                                        0                                        3 
                                     245                                      741                  1.3856158778189426E+007                  5.4196657733498430E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999984212518E-001                  7.4051112828018839E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984212518E-001                  7.4051112828018839E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.3259288701776550E+000                 -6.3844510911497778E+001                 -9.8999999999999986E+001                 -2.3259288701776550E+000                 -2.3259359961113293E+000                 -7.1108749686692994E+000                 -6.3844510911497778E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6566089566068896E+000                 -3.3991855669062493E-001                  3.9475969305406103E-002                  4.3591156886923210E+000                 -3.8747322049503897E-011                  1.6253074001377183E+001                  1.2650447028870158E+000                  6.8626788359486666E+000                  6.2113619134069098E-001                  8.5000346658637294E-001                  1.2966480315268163E+000                  6.9999550102893848E-001                  2.7997020248982080E-001                  3.4468830618670475E-003                  9.3805276451485731E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999953667751047E-001                  2.7997020236796477E-001                                        0                                        3 
                                     250                                      745                  1.5215101448019572E+007                  5.4433997965555649E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999984212529E-001                  7.7298329119032605E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999984212529E-001                  7.7298329119032605E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.1647776164059600E+000                 -6.2579639115494977E+001                 -1.8061799739838872E+001                 -2.1647776164059600E+000                 -2.1647924839143959E+000                 -6.6303311678491195E+000                 -6.2579639115494977E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6642627450144398E+000                 -3.2065841800108535E-001                  3.3798461835074858E-002                  4.3704707036329831E+000                 -3.1709321056155555E-011                  1.6343611596477682E+001                  1.3373159643252817E+000                  6.8806545903845109E+000                  6.2113401638842047E-001                  8.5000271106063963E-001                  1.2966505719484200E+000                  6.9999323463214935E-001                  2.7997020274756823E-001                  3.4468824434252133E-003                  9.3805276451458478E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999930833820467E-001                  2.7997020237421905E-001                                        0                                        3 
                                     255                                      746                  1.6641914963809567E+007                  5.4625665923073532E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999985775012E-001                  8.0357685176662697E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999985775012E-001                  8.0357685176662697E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9952389783593625E+000                 -6.1237837389226506E+001                 -9.8999999999999986E+001                 -1.9952389783593625E+000                 -1.9952714741569200E+000                 -6.1212123369585205E+000                 -6.1237837389226506E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6729871240862249E+000                 -2.9570908341361812E-001                  2.8824370985238115E-002                  4.3804188853326567E+000                 -2.5580405323226652E-011                  1.6437807076126422E+001                  1.4117347150176747E+000                  6.9000828995950148E+000                  6.2113246310736459E-001                  8.5000153790014277E-001                  1.2966545164535865E+000                  6.9998971577824110E-001                  2.7997020365797631E-001                  3.4468803748797816E-003                  9.3805276451344819E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999895671351964E-001                  2.7997020239512932E-001                                        0                                        3 
                                     260                                      748                  1.8109912220641375E+007                  5.4697416069558464E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999987337529E-001                  8.3207489233843113E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999987337529E-001                  8.3207489233843113E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8196837472883516E+000                 -5.9837565282091781E+001                 -1.7459739748510909E+001                 -1.8196837472883514E+000                 -1.8197573378017460E+000                 -5.5906830205907179E+000                 -5.9837565282091781E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6824682260802719E+000                 -2.6615788023863668E-001                  2.4637768584635861E-002                  4.3887920901338608E+000                 -2.0043359020373762E-011                  1.6534182533293542E+001                  1.4870217375258989E+000                  6.9207664439540935E+000                  6.2113215866661120E-001                  8.4999972618112130E-001                  1.2966606071312516E+000                  6.9998428298345050E-001                  2.7997020718901494E-001                  3.4468732137851758E-003                  9.3805276450848810E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999841765154014E-001                  2.7997020247083565E-001                                        0                                        3 
                                     265                                      750                  1.9580107639217015E+007                  5.4662946495470894E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999987337529E-001                  8.5793139887098036E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999987337529E-001                  8.5793139887098036E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6423683224890233E+000                 -5.8412984281197865E+001                 -1.7158709752846928E+001                 -1.6423683224890233E+000                 -1.6425375005643303E+000                 -5.0518931402796579E+000                 -5.8412984281197865E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6923756189189434E+000                 -2.3310631808308269E-001                  2.1348763985068700E-002                  4.3953700993329958E+000                 -1.4911483252609013E-011                  1.6630276951224758E+001                  1.5611783328616313E+000                  6.9422534392809654E+000                  6.2113358830503707E-001                  8.4999698568895399E-001                  1.2966698163412187E+000                  6.9997607094236902E-001                  2.7997022191990945E-001                  3.4468483739506905E-003                  9.3805276448669112E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  6.9999760723370230E-001                  2.7997020276225504E-001                                        0                                        3 
                                     270                                      750                  2.1018073576342024E+007                  5.4528805594187926E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999989525024E-001                  8.8071624737627785E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999989525024E-001                  8.8071624737627785E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4673915749343271E+000                 -5.6998922115904563E+001                 -9.8999999999999986E+001                 -1.4673915749343274E+000                 -1.4677780933507867E+000                 -4.5181989395147371E+000                 -5.6998922115904563E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7023109616677674E+000                 -1.9811712582369814E-001                  1.8972674617113570E-002                  4.4001222780689053E+000                 -1.0432230961030484E-011                  1.6723683584881027E+001                  1.6323108109745972E+000                  6.9640480382533045E+000                  6.2113710824776847E-001                  8.4999295206394765E-001                  1.2966833532930195E+000                  6.9996400928274893E-001                  2.7997028634757198E-001                  3.4467643544474299E-003                  9.3805276439334478E-003                  3.4468833607861323E-003                  9.3805276451495410E-003                  6.9999642067287737E-001                  2.7997020393252253E-001                                        0                                        3 
                                     275                                      752                  2.2406754178675029E+007                  5.4373410043526418E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999990775024E-001                  9.0061819708973911E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990775024E-001                  9.0061819708973911E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2967008435346803E+000                 -5.5617024867613686E+001                 -9.8999999999999986E+001                 -1.2967008435346805E+000                 -1.2975654460374484E+000                 -3.9981008960136761E+000                 -5.5617024867613686E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7119654538697393E+000                 -1.6267552933482002E-001                  1.7384488457608475E-002                  4.4032986503879155E+000                 -6.7781477796962800E-012                  1.6812859289021649E+001                  1.6992032395577130E+000                  6.9858417888060194E+000                  6.2114334023961426E-001                  8.4998715170912742E-001                  1.2967027373111990E+000                  6.9994677566132724E-001                  2.7997057554275134E-001                  3.4464902061589406E-003                  9.3805276400937936E-003                  3.4468833607861323E-003                  9.3805276451495410E-003                  6.9999472397995699E-001                  2.7997020877463485E-001                                        0                                        3 
