                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20211018"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      95                                      708                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999907649995E-001                  2.9308003578664716E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999907649995E-001                  2.9308003578664716E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2168790652797883E+000                 -8.5261365113587928E+001                 -9.8999999999999986E+001                 -5.2168790652797883E+000                 -5.2168790653058839E+000                 -1.5438103490922824E+001                 -8.5261365113587928E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6442873621583356E+000                  1.2493139496728968E-001                  2.9654413403147029E-001                  3.8449793592401922E+000                 -1.2942662391476042E-009                  1.4771448305128846E+001                  5.1679202621188837E-002                  6.5952939300983573E+000                  6.2124797553600120E-001                  8.5000496627130462E-001                  1.2966429887700910E+000                  6.9999999999628859E-001                  2.7997020236474890E-001                  3.4468833607861271E-003                  9.3805276451495428E-003                  3.4468833607861375E-003                  9.3805276451495410E-003                  6.9999999999971430E-001                  2.7997020236474895E-001                                        0                                        2 
                                     100                                      708                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999907649995E-001                  3.0947514504441266E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999907649995E-001                  3.0947514504441266E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2148445598714179E+000                 -8.5237250195675969E+001                 -9.8999999999999986E+001                 -5.2148445598714179E+000                 -5.2148445598977853E+000                 -1.5431554409991568E+001                 -8.5237250195675969E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6442707114297983E+000                  1.2444563928610566E-001                  2.9633455764795336E-001                  3.8453985120072263E+000                 -1.2916952443955425E-009                  1.4772276096135966E+001                  5.2304374793668201E-002                  6.5954961935724077E+000                  6.2124785882456035E-001                  8.5000496626945587E-001                  1.2966429887763076E+000                  6.9999999999074225E-001                  2.7997020236474890E-001                  3.4468833607861271E-003                  9.3805276451495428E-003                  3.4468833607861375E-003                  9.3805276451495410E-003                  6.9999999999928741E-001                  2.7997020236474895E-001                                        0                                        4 
                                     105                                      708                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999907649995E-001                  3.3282556230163564E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999907649995E-001                  3.3282556230163564E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.2097980951464642E+000                 -8.5194641126739199E+001                 -2.0771069700814699E+001                 -5.2097980951464642E+000                 -5.2097980951735208E+000                 -1.5415313310493621E+001                 -8.5194641126739199E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6442293269715633E+000                  1.2324020745018489E-001                  2.9581461064646347E-001                  3.8464384060102059E+000                 -1.2853341433753742E-009                  1.4774329921097156E+001                  5.3856143665644819E-002                  6.5959973770339246E+000                  6.2124756992743246E-001                  8.5000496626481659E-001                  1.2966429887919080E+000                  6.9999999997682383E-001                  2.7997020236474895E-001                  3.4468833607861271E-003                  9.3805276451495445E-003                  3.4468833607861375E-003                  9.3805276451495410E-003                  6.9999999999821561E-001                  2.7997020236474895E-001                                        0                                        4 
                                     110                                      709                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999907649995E-001                  3.6415373022640040E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999907649995E-001                  3.6415373022640040E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1973387319607749E+000                 -8.5089648659337698E+001                 -9.8999999999999986E+001                 -5.1973387319607749E+000                 -5.1973387319896078E+000                 -1.5375241925735391E+001                 -8.5089648659337698E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6441348599543133E+000                  1.2029361865564915E-001                  2.9453025028369462E-001                  3.8490071267357440E+000                 -1.2698206979828811E-009                  1.4779404189926177E+001                  5.7693982564429376E-002                  6.5972317053072871E+000                  6.2124686021090403E-001                  8.5000496625302790E-001                  1.2966429888315487E+000                  6.9999999994145756E-001                  2.7997020236474890E-001                  3.4468833607861258E-003                  9.3805276451495428E-003                  3.4468833607861375E-003                  9.3805276451495410E-003                  6.9999999999548879E-001                  2.7997020236474895E-001                                        0                                        2 
                                     115                                      709                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999907649995E-001                  5.9961602839652250E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999907649995E-001                  5.9961602839652250E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1669269172575687E+000                 -8.4830393479791582E+001                 -9.8999999999999986E+001                 -5.1669269172575687E+000                 -5.1669269172912298E+000                 -1.5277579728497214E+001                 -8.4830393479791582E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6438799690898467E+000                  1.1299626271324678E-001                  2.9139135404142713E-001                  3.8552849192202787E+000                 -1.2324656406585175E-009                  1.4791810527683950E+001                  6.7101958880982998E-002                  6.6002252650962685E+000                  6.2124514935604436E-001                  8.5000496622215238E-001                  1.2966429889353688E+000                  6.9999999984883177E-001                  2.7997020236474895E-001                  3.4468833607861249E-003                  9.3805276451495445E-003                  3.4468833607861375E-003                  9.3805276451495410E-003                  6.9999999998832663E-001                  2.7997020236474895E-001                                        0                                        2 
                                     120                                      709                  1.5787214346470972E+005                  4.4078786597380573E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999913899995E-001                  1.2479402014353196E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999913899995E-001                  1.2479402014353196E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.0953399943200983E+000                 -8.4232251650781748E+001                 -2.0470039705150718E+001                 -5.0953399943200983E+000                 -5.0953399943684374E+000                 -1.5048827220896577E+001                 -8.4232251650781748E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6432621240659295E+000                  9.5702174104986298E-002                  2.8397999978513122E-001                  3.8701076277328705E+000                 -1.1481853685342823E-009                  1.4821144071747675E+001                  8.9485774034472373E-002                  6.6071655265647919E+000                  6.2124123543571685E-001                  8.5000496613622278E-001                  1.2966429892243134E+000                  6.9999999959104231E-001                  2.7997020236474901E-001                  3.4468833607861245E-003                  9.3805276451495462E-003                  3.4468833607861366E-003                  9.3805276451495410E-003                  6.9999999996823670E-001                  2.7997020236474895E-001                                        0                                        3 
                                     125                                      711                  3.0704242542557151E+005                  4.4976137200003103E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999920150007E-001                  2.4540087578947434E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999920150007E-001                  2.4540087578947434E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9904184925522026E+000                 -8.3381187478295089E+001                 -2.0771069700814699E+001                 -4.9904184925522026E+000                 -4.9904184926335970E+000                 -1.4717611745410714E+001                 -8.3381187478295089E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6423074857102105E+000                  7.0036632410775443E-002                  2.7305650564946393E-001                  3.8919546160042051E+000                 -1.0318855009966716E-009                  1.4864537107583793E+001                  1.2294129989687870E-001                  6.6170935313115322E+000                  6.2123574184155317E-001                  8.5000496597032471E-001                  1.2966429897821554E+000                  6.9999999909334898E-001                  2.7997020236474895E-001                  3.4468833607861214E-003                  9.3805276451495445E-003                  3.4468833607861366E-003                  9.3805276451495410E-003                  6.9999999992885564E-001                  2.7997020236474895E-001                                        0                                        3 
                                     130                                      712                  4.7314161874534970E+005                  4.5363842227951778E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926400007E-001                  4.0158453322919278E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926400007E-001                  4.0158453322919278E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8840902620148761E+000                 -8.2542890073280077E+001                 -9.8999999999999986E+001                 -4.8840902620148761E+000                 -4.8840902621509628E+000                 -1.4388057380616763E+001                 -8.2542890073280077E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6412904396543064E+000                  4.3671767721899783E-002                  2.6190816541683382E-001                  3.9142512964694656E+000                 -9.2403123845873040E-010                  1.4909116275025456E+001                  1.5770788670330191E-001                  6.6269013025846926E+000                  6.2123039967601767E-001                  8.5000496573938233E-001                  1.2966429905587153E+000                  6.9999999840052141E-001                  2.7997020236474901E-001                  3.4468833607861188E-003                  9.3805276451495462E-003                  3.4468833607861366E-003                  9.3805276451495410E-003                  6.9999999987290829E-001                  2.7997020236474895E-001                                        0                                        4 
                                     135                                      712                  6.5422904623633868E+005                  4.5737474477876860E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999932650008E-001                  5.8824630660390509E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999932650008E-001                  5.8824630660390509E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7788101080862608E+000                 -8.1733748108672998E+001                 -9.8999999999999986E+001                 -4.7788101080862608E+000                 -4.7788101083093455E+000                 -1.4068125496534762E+001                 -8.1733748108672998E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6402280485431850E+000                  1.7187724752634467E-002                  2.5079092615444409E-001                  3.9364857749942450E+000                 -8.2653713661425638E-010                  1.4953974137474207E+001                  1.9306758678178443E-001                  6.6363990374497037E+000                  6.2122527086065582E-001                  8.5000496542542414E-001                  1.2966429916144200E+000                  6.9999999745864683E-001                  2.7997020236474895E-001                  3.4468833607861132E-003                  9.3805276451495445E-003                  3.4468833607861366E-003                  9.3805276451495410E-003                  6.9999999979510874E-001                  2.7997020236474895E-001                                        0                                        3 
                                     140                                      714                  8.5167832120110549E+005                  4.6114341297034169E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999938900008E-001                  7.8817886170267304E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938900008E-001                  7.8817886170267304E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.6746211960798547E+000                 -8.0950363983479704E+001                 -9.8999999999999986E+001                 -4.6746211960798547E+000                 -4.6746211964387099E+000                 -1.3757486387401197E+001                 -8.0950363983479704E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6391631563330598E+000                 -9.2230168585344247E-003                  2.3971533976911077E-001                  3.9586369477649117E+000                 -7.3873205493390739E-010                  1.4999176028782708E+001                  2.2904793275897584E-001                  6.6456239390406049E+000                  6.2122029208904816E-001                  8.5000496500018097E-001                  1.2966429930443288E+000                  6.9999999618291731E-001                  2.7997020236474901E-001                  3.4468833607861011E-003                  9.3805276451495462E-003                  3.4468833607861366E-003                  9.3805276451495410E-003                  6.9999999968717708E-001                  2.7997020236474895E-001                                        0                                        3 
                                     145                                      715                  1.0671473748649487E+006                  4.6495809545705074E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999945150009E-001                  1.0100285548114718E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945150009E-001                  1.0100285548114718E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.5715178873318632E+000                 -8.0189657176345349E+001                 -9.8999999999999986E+001                 -4.5715178873318632E+000                 -4.5715178878991836E+000                 -1.3455473928441034E+001                 -8.0189657176345349E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6380369984734990E+000                 -3.5775661795066895E-002                  2.2869133301996653E-001                  3.9806849612632003E+000                 -6.5934655807527932E-010                  1.5044796372740134E+001                  2.6568814155170495E-001                  6.6546106694538363E+000                  6.2121541229725763E-001                  8.5000496442551243E-001                  1.2966429949766893E+000                  6.9999999445891181E-001                  2.7997020236474895E-001                  3.4468833607860768E-003                  9.3805276451495445E-003                  3.4468833607861366E-003                  9.3805276451495410E-003                  6.9999999953769487E-001                  2.7997020236474895E-001                                        0                                        3 
                                     150                                      714                  1.3024777538279607E+006                  4.6879356552300688E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999951400009E-001                  1.2472617200826301E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999951400009E-001                  1.2472617200826301E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4694104967347021E+000                 -7.9448089684853642E+001                 -9.8999999999999986E+001                 -4.4694104967347021E+000                 -4.4694104976181048E+000                 -1.3161035875490468E+001                 -7.9448089684853642E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6369125991457443E+000                 -6.2206192123390548E-002                  2.1772486651131417E-001                  4.0026178942805046E+000                 -5.8777580909972905E-010                  1.5090929796418646E+001                  3.0304081661439675E-001                  6.6634006471007190E+000                  6.2121057679015002E-001                  8.5000496365009404E-001                  1.2966429975840863E+000                  6.9999999213265562E-001                  2.7997020236474901E-001                  3.4468833607860282E-003                  9.3805276451495462E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999999933098545E-001                  2.7997020236474895E-001                                        0                                        3 
                                     155                                      717                  1.5596801566686649E+006                  4.7267966773083581E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999957650010E-001                  1.4954763906235763E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999957650010E-001                  1.4954763906235763E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.3681752937768810E+000                 -7.8722242034941942E+001                 -9.8999999999999986E+001                 -4.3681752937768810E+000                 -4.3681752951349688E+000                 -1.2873031603798013E+001                 -7.8722242034941942E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6358208662459326E+000                 -8.8377650044428588E-002                  2.0682260335041749E-001                  4.0244224206022983E+000                 -5.2342549513849455E-010                  1.5137670757323114E+001                  3.4115898923042554E-001                  6.6720346747698116E+000                  6.2120573492832398E-001                  8.5000496260472957E-001                  1.2966430010991925E+000                  6.9999998899656279E-001                  2.7997020236474901E-001                  3.4468833607859311E-003                  9.3805276451495462E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999999904554688E-001                  2.7997020236474895E-001                                        0                                        4 
                                     160                                      719                  1.8412770249017719E+006                  4.7663045142468503E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999963900021E-001                  1.7585948778993130E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999963900021E-001                  1.7585948778993130E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2675716546444704E+000                 -7.8008208559211269E+001                 -9.8999999999999986E+001                 -4.2675716546444704E+000                 -4.2675716567112723E+000                 -1.2590057117119809E+001                 -7.8008208559211269E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6347205460591439E+000                 -1.1445836395704571E-001                  1.9598288676768688E-001                  4.0461018537677589E+000                 -4.6531801875083493E-010                  1.5185161222738850E+001                  3.8013673788606189E-001                  6.6805600299644299E+000                  6.2120084605242121E-001                  8.5000496119398627E-001                  1.2966430058429093E+000                  6.9999998476433400E-001                  2.7997020236474918E-001                  3.4468833607857333E-003                  9.3805276451495428E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999999865135865E-001                  2.7997020236474895E-001                                        0                                        3 
                                     165                                      719                  2.1496303796770824E+006                  4.8057131963162192E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999967025022E-001                  2.0327175964988634E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999967025022E-001                  2.0327175964988634E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1674944655954596E+000                 -7.7303320206237117E+001                 -1.9867979713822756E+001                 -4.1674944655954587E+000                 -4.1674944687152218E+000                 -1.2311157274702916E+001                 -7.7303320206237117E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6336646841786679E+000                 -1.4020088084205842E-001                  1.8522335208613275E-001                  4.0676209231308675E+000                 -4.1306731150462278E-010                  1.5233473020291310E+001                  4.2001195557518484E-001                  6.6890099943592816E+000                  6.2119587901612483E-001                  8.5000495928989395E-001                  1.2966430122455461E+000                  6.9999997905205691E-001                  2.7997020236474951E-001                  3.4468833607853382E-003                  9.3805276451495428E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999999810762059E-001                  2.7997020236474895E-001                                        0                                        3 
                                     170                                      721                  2.4873885667192116E+006                  4.8454146898155308E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999970150022E-001                  2.3176477554126815E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999970150022E-001                  2.3176477554126815E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.0677483675670105E+000                 -7.6604357159109043E+001                 -9.8999999999999986E+001                 -4.0677483675670105E+000                 -4.0677483722485768E+000                 -1.2035141517086929E+001                 -7.6604357159109043E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6327083087567824E+000                 -1.6535969871819450E-001                  1.7455669399183413E-001                  4.0889542393194649E+000                 -3.6612994309949089E-010                  1.5282706397303951E+001                  4.6084300047119076E-001                  6.6974257220564901E+000                  6.2119082487518718E-001                  8.5000495671744070E-001                  1.2966430208955901E+000                  6.9999997133469738E-001                  2.7997020236475018E-001                  3.4468833607845463E-003                  9.3805276451495428E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999999735807050E-001                  2.7997020236474901E-001                                        0                                        3 
                                     175                                      722                  2.8577043073834996E+006                  4.8854922661883560E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999973275022E-001                  2.6157275895941917E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999973275022E-001                  2.6157275895941917E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.9680418588932649E+000                 -7.5907643345134886E+001                 -9.8999999999999986E+001                 -3.9680418588932653E+000                 -3.9680418658948571E+000                 -1.1760629363391276E+001                 -7.5907643345134886E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6318203012573691E+000                 -1.9004727811648472E-001                  1.6398891929151635E-001                  4.1100897887201002E+000                 -3.2391260756918886E-010                  1.5333001044977248E+001                  5.0272108911638369E-001                  6.7058549020898104E+000                  6.2118570254274341E-001                  8.5000495323353276E-001                  1.2966430326104610E+000                  6.9999996088297434E-001                  2.7997020236475151E-001                  3.4468833607829595E-003                  9.3805276451495428E-003                  3.4468833607861362E-003                  9.3805276451495410E-003                  6.9999999632417609E-001                  2.7997020236474907E-001                                        0                                        3 
